Threads,Buffer,Buckets,Stripe,Temp_Dir,Plot_Dir,Phase_1_Time,Phase_2_Time,Phase_3_Time,Phase_4_Time,Total_Time
8,512,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,289.859,93.385,244.867,14.474,642.587
8,512,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,317.477,94.638,237.262,14.397,663.776
8,1024,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,301.943,93.389,263.517,16.542,675.392
8,1024,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,281.598,94.317,251.282,15.370,642.568
8,1024,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,293.200,93.619,245.059,15.140,647.020
8,1024,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,329.511,95.044,238.336,14.560,677.452
8,2048,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,295.140,92.726,262.087,16.136,666.090
8,2048,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,285.036,93.515,251.625,15.601,645.779
8,2048,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,286.960,93.405,244.231,15.018,639.616
8,2048,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,314.884,94.513,237.123,13.330,659.851
